Accession	Group	Representative	Host	Species	Clade	Strain	Location	Author	Reference	Pubmed	Gene	Date
JN204826	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204827	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204828	UNIQUE	IN TREE	Lecidea andersonii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204831	Group 66	REDUNDANT	Lecidea andersonii	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204759	UNIQUE	IN TREE	Lecidea atrobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204819	UNIQUE	IN TREE	Lecidea atrobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204820	UNIQUE	IN TREE	Lecidea atrobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204821	Group 66	REDUNDANT	Lecidea atrobrunnea	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204822	UNIQUE	IN TREE	Lecidea atrobrunnea	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204834	UNIQUE	IN TREE	Lecidea atrobrunnea	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204746	Group 116	IN TREE	Lecidea atrobrunnea subsp. stictica	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204793	Group 174	IN TREE	Lecidea auriculata	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JX036166	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036167	Group 97	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 4		Antarctica	Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JN204732	Group 19	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204744	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204749	Group 183	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204750	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204753	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204770	Group 183	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204771	Group 183	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204801	Group 183	IN TREE	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204808	Group 183	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204809	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204811	Group 183	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204812	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia sp.	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204813	Group 142	REDUNDANT	Lecidea cancriformis	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204818	UNIQUE	IN TREE	Lecidea cancriformis	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204829	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204830	Group 20	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204832	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204840	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204841	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204842	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204843	Group 66	REDUNDANT	Lecidea cancriformis	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
AM920666	Group 54	REDUNDANT	Lecidea fuscoatra	Trebouxia incrustata	T. incrustata			Peksa	Symbiosis 46  153-160 (2008) 		ITS	130601
JN204765	Group 66	REDUNDANT	Lecidea fuscoatra	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
HQ667316	Group 129	REDUNDANT	Lecidea hercynica	Trebouxia simplex	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
AF128271	Group 110	IN TREE	Lecidea lapicida 	Trebouxia angustilobata	T. jamesii			Beck	Lichenologist (Lond.) 31  501-510 (1999) 		ITS	130601
JN204769	Group 66	REDUNDANT	Lecidea lapicida var. lapicida	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204766	Group 109	REDUNDANT	Lecidea lapicida var. pantherina	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
HQ667315	UNIQUE	IN TREE	Lecidea leprarioides	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
JN204768	Group 109	REDUNDANT	Lecidea obluridata	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JX036172	Group 19	REDUNDANT	Lecidea polypycnidophora	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JN204737	Group 20	REDUNDANT	Lecidea polypycnidophora	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204739	Group 19	REDUNDANT	Lecidea polypycnidophora	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204815	UNIQUE	IN TREE	Lecidea polypycnidophora	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
HQ667313	Group 109	REDUNDANT	Lecidea polytrichina	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
HQ667312	Group 109	REDUNDANT	Lecidea pullata	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
HQ667310	UNIQUE	IN TREE	Lecidea roseotincta	Trebouxia sp.	T. sp. 2			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
HQ667311	UNIQUE	IN TREE	Lecidea roseotincta	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
AF128270	Group 109	REDUNDANT	Lecidea silacea 	Trebouxia simplex	T. jamesii			Beck	Lichenologist (Lond.) 31  501-510 (1999) 		ITS	130601
AY667580	UNIQUE	IN TREE	Lecidea sp.	Trebouxia sp.	T. sp. 4			de los Rios	New Phytol. 165 (1)  181-189 (2005) 		ITS	130601
JN204734	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204741	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204758	Group 109	REDUNDANT	Lecidea sp.	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204788	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204794	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204833	Group 223	REDUNDANT	Lecidea sp.	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204836	UNIQUE	IN TREE	Lecidea sp.	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204837	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204838	UNIQUE	IN TREE	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204839	Group 66	REDUNDANT	Lecidea sp.	Trebouxia sp.	T. sp. 1		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204835	Group 116	REDUNDANT	Lecidea tessellata	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
HQ667309	Group 166	IN TREE	Lecidea turgidula	Trebouxia jamesii	T. jamesii			Schmull	Mycologia 103 (5)  983-1003 (2011) 	21642348	ITS	130601
JN204761	Group 142	REDUNDANT	Lecidella carpathica	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204762	Group 142	REDUNDANT	Lecidella carpathica	Trebouxia impressa	T. impressa		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
AJ007385	Group 40	REDUNDANT	Lecidella elaeochroma	Trebouxia arboricola	T. decolorans			Beck	New Phytol. 139 (4)  709-720 (1998) 		ITS	130601
JX036168	Group 21	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036207	Group 22	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036218	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036228	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036252	Group 19	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036260	Group 22	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. sp. 4			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036269	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JX036270	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans			Perez-Ortega	FEMS Microbiol. Ecol. 82 (2)  429-448 (2012) 	22671139	ITS	130601
JN204733	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204735	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204736	Group 21	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204740	UNIQUE	IN TREE	Lecidella greenii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204742	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204743	Group 223	IN TREE	Lecidella greenii	Trebouxia jamesii	T. jamesii		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204774	Group 97	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204780	Group 98	IN TREE	Lecidella greenii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204781	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204782	Group 20	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. decolorans		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204784	Group 98	REDUNDANT	Lecidella greenii	Trebouxia sp.	T. sp. 4		Antarctica	Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204763	UNIQUE	IN TREE	Lecidella patavina	Trebouxia sp.	T. sp. 4			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204844	Group 68	IN TREE	Lecidella patavina	Trebouxia sp.	T. sp. 5			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204726	Group 20	REDUNDANT	Lecidella siplei	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204729	UNIQUE	IN TREE	Lecidella siplei	Trebouxia sp.	T. sp. 4			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204730	Group 21	REDUNDANT	Lecidella siplei	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204731	UNIQUE	IN TREE	Lecidella siplei	Trebouxia sp.	T. sp. 4			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204757	UNIQUE	IN TREE	Lecidella siplei	Trebouxia sp.	T. sp. 4			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204776	Group 20	REDUNDANT	Lecidella siplei	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204787	Group 99	REDUNDANT	Lecidella siplei	Trebouxia sp.	T. sp. 4			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204791	Group 20	REDUNDANT	Lecidella siplei	Trebouxia sp.	T. decolorans			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204795	Group 174	REDUNDANT	Lecidella siplei	Trebouxia jamesii	T. jamesii			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204760	UNIQUE	IN TREE	Lecidella stigmatea	Trebouxia sp.	T. asymmetrica			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
JN204764	UNIQUE	IN TREE	Lecidella stigmatea	Trebouxia sp.	T. asymmetrica			Ruprecht	Lichenologist (Lond.) 44 (5)  661-678 (2012) 		ITS	130601
FJ406572	Group 109	REDUNDANT	Lepraria borealis	Trebouxia jamesii	T. jamesii			Engelen	Unpublished  		ITS	130601
FJ406574	Group 19	REDUNDANT	Lepraria borealis	Trebouxia jamesii	T. decolorans			Engelen	Unpublished  		ITS	130601
AF242464	UNIQUE	IN TREE	Letharia 'barbata'	Trebouxia jamesii 'letharii' sp. 5	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AF242465	UNIQUE	IN TREE	Letharia 'barbata'	Trebouxia jamesii 'letharii' sp. 6	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AF242460	Group 113	IN TREE	Letharia 'gracilis'	Trebouxia jamesii 'letharii' sp. 1	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AF242463	UNIQUE	IN TREE	Letharia 'lucida'	Trebouxia jamesii 'letharii' sp. 4	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AF242461	Group 114	IN TREE	Letharia 'lupina'	Trebouxia jamesii 'letharii' sp. 2	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
AF242462	UNIQUE	IN TREE	Letharia 'rugosa'	Trebouxia jamesii 'letharii' sp. 3	T. jamesii			Kroken	Bryologist 103 (4)  645-660 (2000) 		ITS	130601
FJ170466	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170467	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170468	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170469	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170470	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170471	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170472	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170473	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170474	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170475	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170476	Group 195	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170477	Group 114	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170478	Group 195	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170479	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170480	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170481	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170482	Group 215	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170483	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170484	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170485	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170486	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170487	Group 156	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170488	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170489	Group 215	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170490	Group 215	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170491	Group 215	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170492	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170493	Group 211	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170494	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170495	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170496	Group 155	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170497	Group 211	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170498	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170499	Group 157	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170500	Group 194	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170501	Group 157	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170502	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170503	Group 157	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170504	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170505	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170506	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170507	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170508	Group 194	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170509	Group 224	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170510	Group 194	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170511	Group 194	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170512	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170513	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170514	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170515	Group 113	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170516	Group 194	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170517	Group 208	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170518	Group 158	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170519	Group 158	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170520	Group 159	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170521	Group 195	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170522	UNIQUE	IN TREE	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
FJ170523	Group 157	REDUNDANT	Letharia lupina	Trebouxia jamesii	T. jamesii			Altermann	Dissertation (2009)  		ITS	130601
