Accession,Group,Representative,Host,Species,Clade,Strain,Location,Author,Reference,Pubmed,Gene,Date
"EF012700","Group 105","REDUNDANT","Free-living","Chlorella sp.","","LCR"," ","Novis","Unpublished"," ","rbcL","131021"
"EF012702","UNIQUE","IN TREE","Free-living","Choricystis parasitica","","P4"," ","Novis","Unpublished"," ","rbcL","131021"
"EF012703","UNIQUE","IN TREE","Free-living","Choricystis parasitica","","P6"," ","Novis","Unpublished"," ","rbcL","131021"
"EF012704","UNIQUE","IN TREE","Free-living","Neochloris sp.","","LCR"," ","Novis","Unpublished"," ","rbcL","131021"
"EF078304","UNIQUE","IN TREE","Free-living","Hydrodictyon africanum","","UTEX LB782"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078305","Group 188","REDUNDANT","Free-living","Hydrodictyon reticulatum","","UTEX LB515"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078306","Group 188","REDUNDANT","Free-living","Hydrodictyon reticulatum","","Carolina Biological Supply"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078307","Group 188","REDUNDANT","Free-living","Hydrodictyon reticulatum","","SF0201NY"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078308","UNIQUE","IN TREE","Free-living","Hydrodictyon reticulatum","","ML0301CT"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078309","UNIQUE","IN TREE","Free-living","Hydrodictyon patenaeforme","","CCAP236"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078310","UNIQUE","IN TREE","Free-living","Stauridium tetras","","UTEX 38"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078312","Group 201","REDUNDANT","Free-living","Pediastrum duplex","","EL0202CT"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078313","Group 786","IN TREE","Free-living","Pediastrum duplex","","UTEX LB1364"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078315","UNIQUE","IN TREE","Free-living","Pediastrum integrum","","SAG 29.81"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078317","UNIQUE","IN TREE","Free-living","Pediastrum braunii","","SAG 43.85"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078318","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SAG 84.80"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078319","UNIQUE","IN TREE","Free-living","Pediastrum boryanum ","","SAG 87.81"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078320","UNIQUE","IN TREE","Free-living","Pediastrum boryanum var. brevicorne","","SAG 261.7"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078321","Group 362","IN TREE","Free-living","Stauridium privum","","SAG 36.81"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078322","Group 188","REDUNDANT","Free-living","Hydrodictyon reticulatum","","NZ0301"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078323","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","CL0201VA"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078324","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","HL0202WI"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078325","UNIQUE","IN TREE","Free-living","Pediastrum sp.","","RL0201FR"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078327","UNIQUE","IN TREE","Free-living","Stauridium tetras","","EL0207CT"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078328","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SB0201VA"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078329","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SF0202NY"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078330","Group 544","IN TREE","Free-living","Stauridium tetras","","SF0203NY"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078331","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SR0201NJ"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078333","UNIQUE","IN TREE","Free-living","Monactinus simplex","","UTEX LB1601"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078334","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","UTEX LB144"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078335","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","UETX LB1366"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078336","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","HL0201WI"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078339","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SL0401MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078340","Group 201","IN TREE","Free-living","Pediastrum duplex","","TP0406MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078341","UNIQUE","IN TREE","Free-living","Hydrodictyon reticulatum","","YB0505"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078342","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","ML0410MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078343","UNIQUE","IN TREE","Free-living","Monactinus simplex","","ML0406MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078344","UNIQUE","IN TREE","Free-living","Neochloris aquatica","","UTEX 138"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078346","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SL0405MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078348","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","ML0408MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078349","UNIQUE","IN TREE","Free-living","Pseudopediastrum sp.","","DL0301MT"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078350","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","KP0301SC"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078351","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","WR0401"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078352","Group 355","REDUNDANT","Free-living","Pediastrum angulosum","","HR0505b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078353","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","ML0411MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078354","UNIQUE","IN TREE","Free-living","Pediastrum sp.","","LWiv0503b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078355","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","LB0503a"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078356","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","PL0501b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078357","Group 355","IN TREE","Free-living","Pediastrum angulosum","","HR0505a"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078358","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","L10402MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078359","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","YB0503b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078360","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","PL0503a"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078361","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","JJB0401c"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078362","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","HR0504d"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078363","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","FL0401MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078364","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","CR0501a"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078365","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","JJB0402d"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078366","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","SL0406MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078367","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","LD0301SC"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078369","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","MB0404"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078370","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","LP0502a"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078372","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","MB0403b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078373","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","IL0402MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078375","UNIQUE","IN TREE","Free-living","Parapediastrum biradiatum","","ACOI1355"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078376","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","ACOI1354"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078378","Group 544","REDUNDANT","Free-living","Stauridium tetras","","ACOI1098"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078379","UNIQUE","IN TREE","Free-living","Pediastrum simplex ","","ACOI1047"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078380","UNIQUE","IN TREE","Free-living","Pediastrum simplex var. pseudoglabrum","","ACOI1043"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078381","UNIQUE","IN TREE","Free-living","Pediastrum simplex var. echinulatum","","ACOI1041"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078383","UNIQUE","IN TREE","Free-living","Pediastrum boryanum ","","ACOI1466"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078384","UNIQUE","IN TREE","Free-living","Pediastrum duplex ","","ACOI395"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078385","UNIQUE","IN TREE","Free-living","Lacunastrum gracillimum","","ACOI392"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078386","UNIQUE","IN TREE","Free-living","Pediastrum duplex var. cohaerens","","ACOI391"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078387","UNIQUE","IN TREE","Free-living","Pediastrum integrum","","ACOI577"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078388","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum var. boryanum","","ACOI75"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078389","UNIQUE","IN TREE","Free-living","Pediastrum boryanum var. brevicorne","","ACOI685"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078392","Group 362","REDUNDANT","Free-living","Stauridium privum","","ACOI784"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078393","UNIQUE","IN TREE","Free-living","Pediastrum duplex var. rugulosum","","ACOI152"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078394","UNIQUE","IN TREE","Free-living","Pediastrum simplex var. simplex","","ACOI166"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078395","UNIQUE","IN TREE","Free-living","Pseudopediastrum boryanum","","Hg73-74"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078396","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","Hg74-33"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078399","UNIQUE","IN TREE","Free-living","Pediastrum angulosum","","LML0403MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078400","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","LC0401b"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078401","Group 188","IN TREE","Free-living","Hydrodictyon reticulatum","","JHHydro"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078402","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","JH0399"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078403","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SL0404MN"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078404","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","SB0401VA"," ","McManus","Unpublished"," ","rbcL","131021"
"EF078405","UNIQUE","IN TREE","Free-living","Pediastrum duplex","","Ped8.25B"," ","McManus","Unpublished"," ","rbcL","131021"
"EF109940","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109941","Group 180","REDUNDANT","Free-living","Ulva rigida",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109942","Group 180","IN TREE","Free-living","Ulva rigida",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109943","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109944","UNIQUE","IN TREE","Free-living","Ulva procera",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109945","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF109946","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109952","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109953","UNIQUE","IN TREE","Free-living","Ulva rigida",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109957","UNIQUE","IN TREE","Free-living","Ulva prolifera",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109961","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109962","Group 022","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109963","Group 053","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109966","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109969","UNIQUE","IN TREE","Free-living","Ulva intestinalis",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109971","UNIQUE","IN TREE","Free-living","Ulva intestinalis",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109972","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109974","Group 180","REDUNDANT","Free-living","Ulva rigida",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109975","Group 142","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF109976","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109977","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109978","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109979","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF109980","Group 036","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109981","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109983","Group 036","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109984","Group 053","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109991","UNIQUE","IN TREE","Free-living","Ulva procera",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109992","Group 694","REDUNDANT","Free-living","Ulva armoricana",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109993","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF109999","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110000","Group 107","IN TREE","Free-living","Ulva lactuca",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110004","UNIQUE","IN TREE","Free-living","Ulva rigida",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110016","UNIQUE","IN TREE","Free-living","Ulva linza",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110022","Group 160","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110023","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110025","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110026","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110027","Group 049","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110030","Group 254","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110031","Group 070","IN TREE","Free-living","Ulva intestinalis",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110032","Group 047","IN TREE","Free-living","Ulva procera",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110033","Group 010","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110034","Group 054","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110035","Group 054","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110038","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110039","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110040","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110044","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110050","Group 100","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110051","UNIQUE","IN TREE","Free-living","Ulva flexuosa",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110067","UNIQUE","IN TREE","Free-living","Gemina letterstedtioidea",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110068","UNIQUE","IN TREE","Free-living","Gemina letterstedtioidea",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110069","UNIQUE","IN TREE","Free-living","Gemina letterstedtioidea",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110070","UNIQUE","IN TREE","Free-living","Gemina letterstedtioidea",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110071","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110072","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110073","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110074","Group 142","REDUNDANT","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110084","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110085","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110087","Group 175","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110089","Group 010","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110091","Group 254","REDUNDANT","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110093","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110094","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110096","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110103","UNIQUE","IN TREE","Free-living","Ulva sp.",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
"EF110112","Group 155","REDUNDANT","Free-living","Umbraulva olivascens",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110114","Group 651","REDUNDANT","Free-living","Ulva lactuca",""," "," ","Heesch","Eur. J. Phycol. 44 (2), 143-154 (2009)"," ","rbcL","131021"
"EF110115","UNIQUE","IN TREE","Free-living","Ulva pertusa",""," "," ","Heesch","Unpublished"," ","rbcL","131021"
